source_type,source_id,target_type,target_id,relationships,description
Software,S0004,Technique,T1562.001,uses,Subject can disable Avira anti-virus.
Software,S0274,Technique,T1560.001,uses,Subject uses the object202 command to compress the data collected on the local system.
Software,S0094,Technique,T1105,uses,"Subject can upload, download, and execute files on the victim."
Software,S0072,Technique,T1036.005,uses,"Subject uses the filename owaauth.dll, which is a legitimate file that normally resides in object203; the malicious file by the same name is saved in object204."
Group,G0069,Technique,T1027,uses,Subject has used Daniel Bohannon’s Invoke-Obfuscation framework and obfuscated PowerShell scripts.
Group,G0069,Technique,T1027,uses,"The group has also used other obfuscation methods, including Base64 obfuscation of VBScripts and PowerShell commands."
Software,S0021,Technique,T1057,uses,Subject collects current and parent process IDs.
Software,S0192,Technique,T1041,uses,"Subject can send screenshots files, keylogger data, files, and recorded audio back to the C2 server."
Software,S0275,Technique,T1016,uses,Subject has the capability to gather the victim's proxy information.
Software,S0330,Technique,T1027,uses,Subject encrypts strings with XOR and obfuscates the macro code from the initial payload.
Software,S0330,Technique,T1027,uses,Subject also encrypts all configuration and settings in AES and RC4.
Software,S0213,Technique,T1105,uses,Subject can download and execute additional payloads.
Software,S0332,Technique,T1125,uses,Subject can access a system’s webcam and take pictures.
Software,S0333,Technique,T1197,uses,Subject takes advantage of the /SetNotifyCmdLine option in Subject to ensure it stays running on a system to maintain persistence.
Software,S0334,Technique,T1547.001,uses,Subject adds several Registry entries to enable automatic execution at every system startup.
Software,S0050,Technique,T1048.003,uses,Subject exfiltrates collected files over FTP or WebDAV.
Software,S0050,Technique,T1048.003,uses,Exfiltration servers can be separately configured from C2 servers.
Software,S0091,Technique,T1012,uses,Subject uses the object205 command to obtain values from Registry keys.
Software,S0336,Technique,T1562.001,uses,Subject can modify the victim's anti-virus.
Software,S0182,Technique,T1083,uses,Subject enumerates directories and scans for certain files.
Software,S0124,Technique,T1059.003,uses,Subject uses cmd.exe to set the Registry Run key value.
Software,S0124,Technique,T1059.003,uses,It also has a command to spawn a command shell.
Software,S0255,Technique,T1140,uses,Subject decodes an embedded configuration using XOR.
Software,S0336,Technique,T1112,uses,Subject has the capability to edit the Registry.
Software,S0045,Technique,T1057,uses,Subject can list running processes.
Software,S0338,Technique,T1071.004,uses,Subject uses DNS for C2.
Software,S0136,Technique,T1052.001,uses,Subject exfiltrates collected files via removable media from air-gapped victims.
Software,S0083,Technique,T1070.006,uses,"Many Subject samples were programmed using Borland Delphi, which will mangle the default PE compile timestamp of a file."
Software,S0081,Technique,T1105,uses,Subject can download additional files from the C2 server for execution.
Software,S0072,Technique,T1083,uses,Subject has a command to list its directory and logical drives.
Group,G0074,Technique,T1105,uses,Subject copied and installed tools for operations once in the victim environment.
Software,S0267,Technique,T1124,uses,Subject gathers the time zone information from the victim’s machine.
Software,S0266,Technique,T1112,uses,Subject can modify registry entries.
Software,S0343,Technique,T1059.005,uses,Subject has a command to execute VBS scripts on the victim’s machine.
Software,S0113,Technique,T1025,uses,Subject contains a module that collects documents with certain extensions from removable media or fixed drives connected via USB.
Group,G0027,Technique,T1059.003,uses,Subject has used command-line interfaces for execution.
Software,S0279,Technique,T1548.003,uses,Subject modifies the tty_tickets line in the sudoers file.
Software,S0170,Technique,T1547.001,uses,Subject establishes persistence by creating a shortcut in the Start Menu folder.
Software,S0347,Technique,T1059.003,uses,Subject can open a reverse shell on the system to execute commands.
Software,S0337,Technique,T1083,uses,Subject searches for files with specific file extensions.
Software,S0348,Technique,T1008,uses,Subject can communicate over multiple C2 host and port combinations.
Software,S0242,Technique,T1007,uses,Subject enumerates all running services.
Software,S0223,Technique,T1059.005,uses,Subject can use VBScript code for execution.
Software,S0339,Technique,T1027,uses,Subject obfuscates the configuration with a custom Base64 and XOR.
Group,G0012,Technique,T1027,uses,"Subject has obfuscated code using RC4, XOR, and RSA."
Software,S0350,Technique,T1053.005,uses,Subject has used SchTasks for execution.
Software,S0238,Technique,T1082,uses,"Subject collects the OS version, country name, MAC address, computer name, physical memory statistics, and volume information for all drives on the system."
Software,S0341,Technique,T1046,uses,Subject can perform port scanning of TCP and UDP ports.
Software,S0353,Technique,T1027,uses,Subject uses Base64 encoding for strings.
Software,S0342,Technique,T1055.002,uses,Subject has a module to inject a PE binary into a remote process.
Group,G0016,Technique,T1095,uses,Subject has used TCP for C2 communications.
Software,S0239,Technique,T1059.003,uses,Subject uses the command-line interface to execute arbitrary commands.
Software,S0344,Technique,T1552.001,uses,"Subject can steal credentials in files belonging to common software such as Skype, Telegram, and Steam."
Software,S0182,Technique,T1548.002,uses,Subject performs UAC bypass.
Software,S0109,Technique,T1059.003,uses,Subject can open an interactive command shell.
Software,S0045,Technique,T1074.001,uses,Subject stores output from command execution in a .dat file in the %TEMP% directory.
Software,S0017,Technique,T1033,uses,Subject has a command to gather the username from the system.
Software,S0184,Technique,T1113,uses,Subject can capture a screenshot from a victim.
Group,G0037,Technique,T1547.001,uses,Subject has used Registry Run keys to establish persistence for its downloader tools known as HARDTACK and SHIPBREAD.
Software,S0348,Technique,T1027,uses,Subject encodes many of its artifacts and is encrypted when downloaded.
Group,G0061,Technique,T1018,uses,Subject uses Subject and other Active Directory utilities to enumerate hosts.
Group,G0069,Technique,T1218.011,uses,Subject has used malware that leveraged rundll32.exe in a Registry Run key to execute a .dll.
Software,S0031,Technique,T1104,uses,"Subject attempts to avoid detection by checking a first stage command and control server to determine if it should connect to the second stage server, which performs ""louder"" interactions with the malware."
Group,G0018,Technique,T1036.005,uses,Subject actors used the following command to rename one of their tools to a benign file name: object206
Group,G0049,Technique,T1204.002,uses,"Subject has delivered macro-enabled documents that required targets to click the ""enable content"" button to execute the payload on the system."
Group,G0014,Technique,T1562.001,uses,Subject has disabled anti-virus and anti-spyware tools in some instances on the victim’s machines.
Group,G0014,Technique,T1562.001,uses,The actors have also disabled proxy settings to allow direct communication from victims to the Internet.
Software,S0106,Technique,T1070.004,uses,Subject can be used to delete files from the file system.
Software,S0251,Technique,T1560,uses,Subject has used a method similar to RC4 as well as AES for encryption and hexadecimal for encoding data before exfiltration.
Software,S0194,Technique,T1552.006,uses,Subject contains a collection of Exfiltration modules that can harvest credentials from Group Policy Preferences.
Software,S0180,Technique,T1016,uses,Subject can gather the IP address from the victim's machine.
Software,S0091,Technique,T1071.001,uses,Subject uses HTTP and HTTPS for C2 communications.
Software,S0353,Technique,T1124,uses,Subject can collect the current timestamp of the victim's machine.
Software,S0249,Technique,T1105,uses,Subject can download additional components from the C2 server.
Software,S0262,Technique,T1112,uses,Subject has a command to edit the Registry on the victim’s machine.
Group,G0040,Technique,T1074.001,uses,Subject copied all targeted files to a directory called index that was eventually uploaded to the C&C server.
Group,G0043,Technique,T1056.001,uses,Malware used by Subject is capable of capturing keystrokes.
Software,S0272,Technique,T1083,uses,Subject can obtain a list of all files and directories as well as logical drives.
